x_u,c_p_u,x_l,c_p_l
0.0,-4.865533884593394,0.0,-4.882498342690022
0.5700160000000001,-2.802467286064546,0.689968,0.19418824041015778
2.133296,-3.097496611809113,2.354352,0.9844492467447573
5.857728000000001,-2.687884696228132,6.279664,0.8289779630344185
11.667520000000001,-1.8669934183301755,12.472096,0.6160885134585686
18.169664,-1.6172026475099504,19.222880000000004,0.4746455316358262
24.946160000000003,-1.4348709718132835,26.116416,0.38297220999827736
31.861248000000003,-1.3049551217741475,33.072208,0.3169630685581918
38.855088,-1.1942874068831086,40.060672000000004,0.2663596850050015
45.898032,-1.0861571109381472,47.064864,0.22358605134256274
52.968288,-0.9444241383787102,54.076352,0.18726471157157662
60.050048000000004,-0.9072328263976405,61.09880000000001,0.15804814484960572
67.135856,-0.8388312613798253,68.12043200000001,0.1270191360232942
74.220688,-0.7623099557345641,75.140448,0.10838723119067256
81.30496000000001,-0.7034780850276674,82.16099200000001,0.08797913309579714
88.39776,-0.6134722101261119,89.17859200000001,0.07057968889412711
95.507568,-0.5096917752315677,96.1932,0.05626139626983618
102.61896,-0.4356353908482097,103.208032,0.04709043922187261
109.7264,-0.35643167088852434,110.22416000000001,0.03748449606886727
116.83841600000001,-0.3116281020692241,117.248176,0.03541831206991898
123.957712,-0.24996882167955597,124.28452800000001,0.034584588701922284
131.089824,-0.1785586027685353,131.32744,0.035780800490787086
138.21742400000002,-0.12538155142718133,138.367648,0.04002191501494416
145.29728,-0.09562125207390827,160.0,-0.04066800747030049
